Actual,Predicted
11,20.601566
18,21.113337
20,23.714752
16,24.357273
12,26.140783
30,26.140783
14,22.61683
12,23.06072
90,23.280016
13,23.262928
17,20.9207
24,21.14276
22,21.858156
100,23.686314
48,22.40289
18,26.203695
33,19.637722
47,25.661455
17,25.661455
100,23.592997
29,25.1349
28,20.674963
20,16.49039
11,18.403263
22,20.870335
33,20.968657
15,17.863358
21,28.556732
15,22.364532
13,16.05324
16,18.702518
15,24.803667
16,19.790245
60,26.084545
76,26.084545
18,15.262867
44,26.084545
15,26.084545
16,19.601942
24,26.203695
15,18.221146
11,15.037268
14,17.958958
28,19.872482
23,24.421305
13,19.343338
100,27.417269
40,24.115538
20,28.63743
19,17.434887
30,18.952934
30,18.952934
47,29.361
20,24.12521
16,21.81666
47,30.868116
46,36.128918
21,24.001694
11,24.001694
11,13.486975
28,18.3781
23,19.996647
30,25.897984
11,19.759966
17,20.63124
100,25.407751
14,27.56946
13,22.684711
30,28.140917
24,27.417269
11,18.388964
11,16.80451
30,23.921608
31,23.556553
19,19.777971
23,21.394943
31,29.369173
78,29.369173
13,20.81362
73,21.394943
27,20.54696
11,19.038986
11,19.038986
31,29.19668
79,29.19668
15,19.16212
18,19.966358
14,17.944752
14,21.088646
20,23.431301
13,19.486572
13,18.418179
15,16.810427
15,17.028845
20,25.031221
12,16.905275
14,19.622587
17,15.950693
15,19.644203
15,17.48013
15,18.919497
13,16.232214
17,17.451958
12,20.498007
11,19.298712
61,24.12115
13,17.570621
19,22.731808
24,20.171066
16,18.331152
16,18.673882
15,18.673882
21,22.684711
31,23.869226
14,22.758484
31,22.758484
26,19.484936
22,20.041494
50,26.414808
16,20.883282
15,20.883282
11,17.489252
15,16.339325
12,19.999647
64,19.508636
20,17.814224
12,22.802963
11,17.210217
11,17.210217
14,17.935286
20,17.054693
11,19.21555
12,17.795664
60,23.11096
31,18.98037
15,19.24138
20,19.721678
42,18.3151
25,22.850067
31,27.663107
16,19.03081
35,23.3649
17,22.880127
11,16.574821
11,21.903133
11,16.574821
11,15.726498
90,17.953136
27,20.8036
30,23.11096
40,22.42724
15,19.540205
12,17.495451
15,21.769583
14,17.214567
18,24.382103
35,22.672167
24,22.961607
29,24.2491
20,19.454145
20,23.431301
64,20.323921
11,18.368196
49,27.663107
37,24.140495
38,24.140495
37,24.140495
27,27.663107
13,18.144434
46,26.999556
15,22.840374
48,23.286535
29,21.948797
60,21.324032
17,19.265303
23,20.837635
16,21.742771
18,24.258488
11,20.004934
15,24.827665
19,20.004934
14,20.259527
13,20.259527
22,22.275728
14,15.527227
20,23.634186
17,17.7602
30,19.646748
15,20.781622
26,23.921608
40,31.82201
40,17.529697
20,22.42724
30,25.554491
17,17.771982
30,19.805975
50,24.30951
52,23.455236
35,17.757227
31,22.00289
15,19.29409
15,19.29409
16,18.28698
19,18.964417
13,16.707697
14,24.341633
14,18.013231
100,24.12521
100,24.12521
19,21.888325
18,22.00267
30,20.68648
40,19.935144
29,21.329733
16,17.773016
30,21.322462
11,20.71611
16,20.791267
11,18.339712
17,17.699251
11,18.01081
21,18.485592
25,23.02998
25,23.02998
19,17.636248
32,18.267372
11,19.075703
19,18.13868
12,15.998375
15,21.384087
11,14.1150055
30,22.151014
30,22.151014
50,23.038908
20,21.583794
21,20.04176
21,20.04176
15,17.215689
16,21.814272
16,21.814272
20,19.881327
21,18.3719
50,22.818354
16,17.373018
18,18.365042
18,18.365042
12,23.55971
12,20.626966
14,25.1414
13,23.20325
14,18.292963
22,19.414776
12,16.942026
20,21.485464
20,19.359758
30,21.108551
42,27.411253
25,23.011225
12,19.334488
15,16.905445
18,20.791267
23,23.296225
11,17.735777
40,19.299269
14,17.581175
20,19.805563
59,21.752522
20,21.116823
11,15.555117
20,20.034376
12,18.350117
20,21.441711
22,17.445232
12,16.857334
25,17.37615
16,17.02855
16,17.02855
15,17.02855
14,18.923946
28,21.329733
11,15.802429
34,22.534822
37,18.870384
17,17.256985
13,22.592445
18,17.29515
11,18.6998
80,22.235592
48,25.525265
33,17.911026
48,25.442144
28,19.90626
20,19.264727
12,18.443357
48,25.993076
27,18.443357
14,18.6457
19,18.707466
12,14.814024
48,26.023901
13,19.925932
20,22.544594
11,12.659587
85,24.606714
47,26.090216
17,17.791632
47,26.341505
33,18.418688
33,25.52004
47,25.353899
18,17.388193
12,19.450172
33,25.026567
34,24.13253
18,22.047087
27,17.893938
26,23.624708
27,23.783098
27,23.783098
23,20.604101
11,17.54044
18,20.756807
20,18.561468
17,17.977924
18,21.941143
18,21.941143
18,19.13403
33,21.666584
15,20.209715
16,21.32177
19,21.560137
18,22.047087
45,22.50095
14,16.891853
15,20.080841
15,20.080841
11,17.791632
21,20.413246
12,22.795961
15,22.407894
21,21.827194
13,15.5367775
19,21.33452
42,21.811657
12,17.892014
22,16.907623
15,19.611847
15,19.611847
11,14.717003
20,21.713997
15,19.867342
15,19.867342
11,21.618162
18,22.50095
18,16.376364
11,16.184376
15,18.562756
15,18.961777
23,21.092453
15,17.262081
19,17.262081
22,16.03229
12,18.418688
13,21.066248
26,18.991514
18,20.21621
40,24.029743
15,18.561468
11,17.130678
14,15.941868
20,22.554958
50,18.742931
13,18.416748
18,17.650866
21,20.838255
30,18.149927
14,18.405577
20,16.45911
45,24.945925
48,21.613018
30,18.054014
13,20.201458
22,19.964724
15,18.888779
13,21.342455
11,18.400858
15,17.163158
11,14.800807
31,19.082056
21,17.265118
17,18.591022
25,21.648548
18,18.68158
17,25.095884
82,23.05612
12,20.416946
59,22.691578
21,19.150324
16,19.964724
11,19.925837
11,18.058203
13,18.889414
32,20.260794
13,18.419928
100,20.140272
33,18.801342
41,18.801342
57,18.801342
97,22.764608
11,17.456163
16,18.449142
30,18.810698
30,20.408764
17,19.716318
12,22.665909
40,23.001642
23,19.691261
40,20.9877
17,20.70489
18,21.679693
22,20.714573
49,23.383614
17,21.342455
11,18.856262
16,23.129938
86,19.364735
25,20.655815
22,23.054577
11,15.360079
15,18.122402
11,20.817677
18,22.011068
13,19.581146
17,19.033699
15,18.054005
14,18.00207
13,21.64749
21,22.889927
11,21.093712
12,18.842827
14,21.735315
24,22.826576
21,27.371256
22,27.371256
12,19.467712
25,23.98849
20,23.441053
12,20.662554
11,18.108564
17,22.627132
17,22.627132
22,18.543316
16,17.041828
20,18.888779
11,23.375492
14,23.294308
18,22.987461
13,18.00207
18,19.255005
19,18.724445
20,21.745802
19,20.81557
17,20.748816
20,20.73936
20,18.48055
27,19.919632
17,19.486
32,19.586544
31,20.08973
20,24.764227
17,15.707008
50,20.235292
12,18.188179
33,22.425955
30,19.105291
33,20.468796
57,20.957922
30,21.219288
34,22.054523
30,19.32384
11,18.094406
20,22.729567
43,19.390907
30,20.932573
22,23.861412
22,23.861412
15,20.536493
11,17.498564
32,23.415655
33,23.415655
26,18.952398
20,19.653473
20,22.680634
16,20.702188
20,22.43729
29,22.680634
11,18.002024
11,20.957922
17,19.390907
20,22.207914
53,19.141293
40,18.931084
12,20.753084
25,19.70982
30,17.342834
11,19.819952
20,16.124441
23,19.785482
15,17.428642
21,21.816557
25,19.745222
50,19.745222
23,23.536877
11,17.17244
11,19.088646
40,19.064999
13,18.952398
23,19.581991
20,23.465733
29,22.43729
14,20.945833
38,25.210972
40,21.777016
21,20.78825
17,17.660753
13,20.927565
12,19.800304
22,19.514246
14,19.585651
20,23.557325
17,20.061203
25,19.19028
50,26.295912
13,22.077246
13,22.077246
13,22.077246
20,20.77426
50,29.536448
17,20.195526
24,20.334925
50,27.486582
20,20.611107
17,23.040892
51,25.20525
25,23.356085
30,22.940348
15,19.025318
24,21.194683
21,25.791105
11,19.600248
22,22.193499
50,19.737339
18,18.68148
20,22.050587
34,18.624279
21,25.641464
26,20.401592
12,18.800478
15,16.119299
11,16.119299
26,20.439463
27,19.504457
11,17.67188
30,20.783424
30,20.489794
11,18.252481
16,16.090584
18,19.19028
19,15.056707
18,23.925957
12,19.457823
14,19.067904
16,19.078226
16,19.078226
16,19.078226
16,19.078226
16,19.078226
53,19.44483
14,22.375452
12,19.17738
13,20.401592
14,18.498255
13,19.803282
12,18.434603
16,19.058355
22,19.025318
14,19.025627
23,19.585651
12,19.352177
17,19.477718
40,19.524178
20,23.385462
20,19.254192
15,19.254192
20,19.420496
17,22.818615
14,18.27363
13,20.099667
20,17.572746
20,20.876902
13,18.777563
34,22.328056
30,23.80852
23,18.416979
14,18.536789
26,19.082176
11,23.041424
20,17.632412
12,18.963512
15,18.000769
21,23.543097
37,21.875216
15,18.105703
15,19.71857
26,19.468992
26,19.468992
13,19.505274
15,18.479395
70,21.632483
15,20.290838
12,20.237915
16,18.648844
11,20.237915
12,17.890207
50,19.118372
50,21.292162
22,21.292162
45,21.292162
20,18.963512
20,18.092604
16,16.161995
14,19.661724
19,21.292162
18,21.292162
18,21.292162
17,20.360725
14,17.376238
12,19.86676
20,22.53139
20,18.975302
18,18.583014
17,19.23507
16,18.583014
17,19.53992
16,17.116034
12,18.015774
20,22.270224
12,17.385555
12,17.385555
17,23.21211
30,21.606829
21,21.369911
25,23.874594
13,19.000368
20,21.303688
11,19.799461
14,20.053833
12,19.661724
20,20.707134
20,22.524063
11,16.597525
27,22.64436
18,14.273387
15,14.273387
19,17.73006
13,18.583014
36,21.053667
17,20.11924
11,19.288822
20,21.23341
27,18.471985
12,21.23341
14,19.462872
20,22.000593
20,19.878908
27,20.163374
18,27.224804
60,23.973736
20,22.328056
20,22.174728
15,17.070442
17,23.346563
22,17.070442
19,19.171295
12,19.215107
13,18.408436
57,18.939785
11,19.661724
30,20.953556
15,19.902527
30,19.002632
27,19.35439
18,20.446466
17,21.580317
30,22.270224
33,19.71857
31,20.109993
30,23.21211
18,22.009665
18,22.009665
11,19.69547
18,22.009665
16,18.327768
18,22.009665
18,22.009665
23,19.460794
80,22.91811
13,18.881374
13,18.881374
14,17.890207
18,18.536789
35,19.513752
30,18.851368
16,19.908447
20,14.447082
17,17.93905
12,17.481922
14,17.067293
13,17.067293
20,20.006582
11,17.753931
14,15.736961
23,19.077072
32,21.921232
13,16.797247
31,19.87645
31,19.87645
18,19.635159
11,22.57678
15,18.433352
21,17.868715
12,22.084389
65,20.916239
18,16.72469
11,17.426455
41,21.609615
12,16.097654
18,17.320095
11,17.93905
30,19.863317
19,17.177437
17,21.665974
21,20.65629
20,20.384966
20,19.938433
20,21.488674
30,19.12065
20,20.179022
21,19.53305
60,22.437548
50,28.66036
21,22.432585
50,28.66036
23,20.720026
16,18.76886
11,19.313812
14,18.25748
12,22.223036
14,18.972136
20,19.722082
20,22.480698
11,18.623442
13,18.805809
17,17.363274
11,16.872929
20,17.642504
11,17.941431
21,22.291061
15,19.289011
20,22.663956
22,22.291061
40,22.291061
11,18.659237
12,22.291061
12,18.694666
11,17.52164
13,18.646067
52,18.336567
11,15.914303
11,16.290735
43,23.422659
11,17.719204
12,18.161417
12,17.719204
11,18.086805
11,18.277096
20,22.109638
16,17.244862
25,23.099812
25,23.099812
26,23.099812
20,20.23511
20,20.23511
22,23.176617
19,18.718441
15,16.430338
14,16.430338
38,22.726292
27,16.604265
17,19.624073
11,18.944546
23,18.745232
23,18.745232
14,20.985346
14,20.985346
13,23.099812
13,21.105204
15,17.379883
16,19.374142
15,16.69782
25,19.003801
15,18.564081
15,18.43709
19,19.690315
33,19.577496
18,18.256708
13,19.215944
18,17.860231
20,17.801266
35,22.141626
12,19.694942
15,18.606237
30,17.893965
67,32.86036
17,24.44795
12,18.05573
25,20.863844
26,19.305624
31,23.547457
56,24.442806
20,19.403316
17,22.109638
12,15.495573
17,19.454433
11,16.079557
30,24.440641
23,21.72524
30,24.440641
15,17.594067
15,17.68119
25,19.372509
12,17.024977
20,17.760273
17,19.13101
30,16.48037
20,21.96629
16,17.507568
13,18.022947
23,19.913378
20,19.412558
28,20.7569
13,18.869802
26,19.772776
18,19.969633
12,20.132729
15,20.25237
27,18.596983
17,18.557514
20,19.11101
17,19.609331
12,22.136198
25,22.63493
13,18.54237
16,21.0008
15,21.0008
18,19.985336
16,19.90245
11,15.04105
21,25.261835
17,19.913378
20,19.41334
56,25.129622
41,18.616009
15,19.246067
17,19.246067
19,17.53135
56,26.456953
11,26.144053
56,27.510004
22,20.613224
55,27.904408
25,21.3666
25,19.426792
55,31.079552
77,28.59859
22,22.711554
40,21.063545
18,20.046988
28,26.239157
30,26.637863
30,26.637863
16,23.883076
100,19.817005
38,20.906683
27,16.687847
37,23.377457
11,21.097189
14,16.134132
14,18.616009
11,17.852877
25,21.466257
13,19.741512
14,23.174536
15,18.557514
20,22.84615
12,20.233505
23,19.816414
15,17.125275
15,17.125275
20,28.59859
48,32.67416
13,19.076426
12,18.741528
24,23.377457
16,20.2869
38,20.977736
31,20.963316
32,19.566397
40,19.306519
16,20.064518
11,20.051569
14,19.490887
16,20.608118
12,18.255383
11,22.632265
11,18.087564
16,16.481731
21,17.034315
13,19.53928
11,19.53928
25,21.44191
35,21.44191
20,20.053488
18,19.53928
25,16.738073
12,16.738073
30,23.004677
25,23.004677
11,18.591335
12,19.91247
20,18.548769
24,20.38695
11,16.772413
60,24.80683
12,17.391571
50,17.391571
25,21.997692
32,22.396244
15,20.219978
14,18.579956
15,20.219978
17,16.560257
20,16.560257
16,19.22266
15,25.670856
15,25.670856
13,20.99931
19,19.53928
20,23.00756
29,18.548769
19,17.200768
83,28.355247
12,22.119568
28,19.886375
11,20.816912
19,19.886375
20,22.302986
11,20.454597
11,16.750925
15,17.778872
15,17.778872
11,19.716244
35,24.211876
67,25.885967
14,16.535093
13,16.919962
17,19.873493
54,23.640371
43,28.315968
19,18.632862
13,22.292076
54,21.10599
12,18.388779
20,24.80683
14,19.058197
16,16.447454
12,19.628918
12,16.28265
19,23.855545
15,17.509275
20,20.8015
11,16.88947
11,18.736177
30,16.261204
17,17.988289
12,16.507053
11,18.601156
14,15.704033
38,25.403433
14,22.188522
14,16.557386
12,23.175915
11,17.517689
69,24.211876
20,19.237848
13,19.879425
14,16.53615
11,18.499102
14,15.046015
20,16.029755
20,19.879425
37,23.31543
14,16.900661
11,17.19737
20,16.793518
11,18.383219
20,23.455976
23,17.7418
12,16.586527
16,19.019264
17,19.839365
26,17.605604
13,19.975033
40,22.398369
50,19.609583
20,23.477512
13,21.687265
11,24.157896
50,23.671133
25,20.876177
23,20.995962
20,20.830404
49,22.246717
12,16.029755
18,18.463417
20,17.498705
12,18.707851
22,21.764263
17,18.30621
12,18.95826
14,16.71544
24,21.137688
12,19.572758
28,17.852581
37,23.654528
15,23.38845
20,16.975843
11,15.820305
17,19.609583
87,21.428045
28,18.31103
18,18.761984
34,18.936096
17,18.293184
30,18.499102
24,19.868467
30,17.498705
21,17.227165
12,17.227165
21,17.384563
13,17.384563
25,17.54724
16,17.884281
30,20.92713
20,18.754942
20,19.094408
20,23.238604
20,20.682018
12,15.116461
11,16.014034
36,23.654528
15,18.910143
19,21.392654
12,20.758644
17,20.758644
11,22.557856
26,24.433817
24,23.536802
24,23.536802
24,23.536802
12,19.853695
11,19.107107
27,21.316204
23,17.781378
17,19.342445
18,17.508522
11,18.504086
15,18.75683
12,19.826555
24,21.488428
13,18.569838
43,25.168518
13,17.775867
11,18.060366
11,18.326271
12,15.407864
12,14.713402
11,17.334187
23,19.193478
17,21.754171
15,18.878592
40,17.884281
34,18.321207
16,21.901234
12,19.300488
11,19.300488
50,23.238604
26,20.19962
25,23.431261
16,21.634727
12,22.167816
49,22.167816
30,16.431181
20,19.057379
50,18.911125
16,21.705566
16,22.039604
16,21.64528
47,22.37504
60,21.64528
48,22.03198
30,26.842054
16,22.657272
60,22.657272
25,21.653776
16,21.18396
55,25.697145
11,16.771616
25,20.836952
17,20.474285
20,22.364388
11,22.364388
15,20.732458
11,16.046513
19,16.020025
40,25.745003
30,21.6074
20,20.905983
11,15.428547
27,21.353874
17,21.880156
36,19.032763
60,22.336355
60,22.69943
17,18.024727
28,16.771616
30,18.650127
12,16.771616
16,18.300917
60,20.968311
11,23.780718
18,17.084553
12,16.284817
29,22.348822
17,18.73475
30,17.285452
13,20.720663
16,20.498833
33,25.745003
100,25.661194
17,18.180166
15,17.555237
12,20.845207
20,21.842373
60,22.588041
30,19.513845
17,21.18396
11,17.243877
14,18.569012
17,17.39897
37,19.609789
17,17.811485
38,22.306765
37,20.597776
13,14.996476
11,17.043682
18,17.834259
11,15.992094
22,18.16018
24,18.484653
19,17.280077
15,21.181004
14,16.560757
70,21.997051
15,20.939325
17,20.939325
42,22.588041
17,21.513433
17,21.513433
12,16.265142
25,17.571476
17,17.0505
17,21.18396
17,21.18396
14,16.10477
15,19.609789
15,19.723915
45,18.150282
12,15.192135
17,18.76223
21,20.885775
11,17.409477
18,17.280077
34,20.877115
17,17.280077
12,19.732208
13,19.350304
17,21.0048
45,21.0048
18,21.0048
15,14.144693
13,19.850971
13,19.850971
17,20.693993
18,20.693993
15,15.048826
29,20.697046
45,21.609022
29,20.845207
50,19.02555
13,21.039429
13,21.039429
20,16.40165
20,19.963425
13,20.981855
13,20.981855
25,16.377686
20,21.282036
17,21.173628
15,14.657766
20,22.074831
12,15.894453
11,18.487013
19,19.530775
12,16.854164
14,20.987846
15,18.246992
11,20.309715
100,26.11914
21,23.141287
23,19.032572
13,19.248625
14,17.95116
11,15.306593
46,24.442781
28,18.420624
11,18.92418
26,20.987846
13,15.2940235
13,17.56232
19,18.601885
16,17.973137
30,20.283058
13,18.624752
20,18.77526
31,23.120195
33,22.237326
15,20.230246
19,18.791615
19,18.791615
18,18.791615
19,18.791615
19,18.791615
18,18.791615
19,18.791615
57,19.248625
33,23.18444
13,19.526869
16,15.241451
34,21.239073
12,20.141754
11,18.03272
15,16.21603
16,22.848577
61,17.730757
18,21.642717
14,17.579353
49,21.608139
15,18.247923
20,18.22203
13,15.465361
11,15.935791
25,19.720102
35,19.011692
30,21.485296
18,19.80711
18,18.360159
19,16.72122
12,15.259642
13,15.306593
17,19.217266
29,21.587902
11,18.560654
15,22.518219
50,22.627848
38,22.627848
13,19.928537
12,16.025879
16,24.959173
25,22.88942
25,22.88942
25,22.88942
25,22.88942
30,20.981337
14,23.27502
18,18.97213
15,15.068407
40,22.537695
15,17.321213
13,18.522673
19,18.674168
12,21.437422
50,23.319551
50,23.74603
50,23.74603
17,19.131033
40,25.996777
24,19.618813
11,19.58066
20,23.27502
14,19.321001
12,17.478174
37,21.717566
15,21.493849
16,22.417215
12,23.006187
37,21.788662
14,19.119398
40,17.816696
30,19.702034
24,17.421654
37,21.728157
23,17.421654
23,20.264652
26,20.013744
25,20.013744
41,20.525806
18,17.9923
17,19.88067
15,17.048113
21,19.879898
15,16.473532
12,15.902998
20,17.478174
17,19.011295
14,17.907782
51,24.541357
12,18.59346
28,19.426666
11,18.93606
30,22.48035
61,24.929619
12,17.026838
11,14.1660185
18,19.879898
41,22.029186
27,18.085941
14,21.892504
35,21.156801
11,17.639456
35,21.566236
13,17.89536
12,18.314138
17,18.100147
11,18.314138
88,18.2554
88,21.792612
11,21.829426
12,17.650679
12,17.650679
90,28.308224
50,22.19722
12,18.597704
12,18.597704
25,19.131033
12,18.82285
12,18.82285
23,19.996487
21,18.33033
20,19.949903
37,19.451689
21,18.754772
12,19.062492
14,19.39754
20,18.77192
20,19.39754
43,18.759054
15,18.77192
11,23.357937
11,18.32453
15,16.724318
19,17.52987
11,19.576828
19,18.26563
23,20.999598
17,17.748472
100,19.458433
11,17.304823
13,16.77677
16,20.153114
11,18.568993
12,19.17089
15,19.7847
22,19.331623
25,24.098969
40,24.179667
17,19.502478
11,18.101805
11,18.938478
40,23.24521
18,22.388458
12,20.723864
20,19.363894
11,17.60137
11,18.586502
14,22.31061
18,18.438282
18,20.353
12,17.133392
19,24.163967
11,17.460924
19,18.759054
20,18.759054
18,18.759054
20,18.759054
20,18.533543
21,18.533543
29,26.530632
30,24.098969
41,19.249659
11,18.79986
50,23.24521
12,16.499802
16,24.615807
24,21.36587
15,19.49477
13,19.545715
34,23.032358
11,18.486378
16,15.571177
55,22.410936
11,21.43066
13,18.848372
26,19.556126
11,22.520317
15,18.170433
20,19.49477
31,22.477636
11,19.032013
20,18.655525
53,21.20231
40,21.424437
13,18.938313
23,18.948046
50,23.276861
19,20.83538
11,19.089502
16,19.85358
12,20.227638
11,19.721169
14,20.552773
11,19.443508
18,19.443508
18,19.948246
20,20.21553
12,17.848284
11,20.671274
37,20.843489
22,20.843489
32,20.810682
17,18.574774
17,17.675713
15,19.366209
15,19.366209
11,22.089
15,18.434282
11,12.983149
12,12.983149
25,19.136631
73,21.406929
30,20.00539
20,21.45617
13,19.347927
33,21.760063
16,22.479801
11,18.617851
24,22.153101
11,22.738728
12,21.244158
39,24.534088
36,25.260963
13,19.366209
22,21.970709
12,18.205576
11,22.347637
11,22.27281
42,24.251436
12,18.612549
16,12.983149
36,27.88008
12,20.404924
18,17.997042
12,19.942713
36,31.86316
14,21.548542
42,25.711311
37,29.657104
16,21.548542
13,19.43215
44,21.049498
15,18.752417
42,25.015041
62,25.015041
24,21.607847
24,21.607847
42,25.983076
24,21.607847
37,22.059092
42,25.921188
28,19.218687
42,24.614426
13,18.610529
15,16.796356
48,23.914307
42,25.368763
12,21.11221
11,19.451275
39,22.425323
42,26.023476
27,20.616537
20,19.760086
19,17.41925
24,21.380116
72,25.913847
13,24.011139
15,17.973934
35,25.16805
17,20.102762
24,21.057869
83,25.983076
16,20.102762
20,23.458652
25,20.840958
16,19.106667
20,20.793419
24,20.391956
17,18.737448
15,20.483395
24,24.508512
24,21.804457
26,20.178482
20,19.274302
24,21.380116
57,22.158886
28,21.351242
30,21.351242
11,12.077701
11,12.077701
11,12.077701
11,12.077701
53,24.2385
41,22.610046
11,12.077701
17,20.297617
41,23.276861
40,24.508512
17,22.07576
40,21.804457
33,22.477636
17,22.477636
19,22.158886
13,22.033289
17,19.338295
43,20.854343
12,17.962357
20,19.218687
27,22.950424
11,15.7111
15,22.610046
17,18.929619
14,19.106667
25,18.481657
15,18.481657
14,17.853363
22,19.532719
15,18.711306
20,19.468206
12,19.067774
20,19.875875
13,19.41465
20,23.291683
12,21.850212
12,18.31028
20,22.860281
26,20.441715
12,18.31028
14,22.685959
11,18.839382
26,23.026274
20,18.686493
20,19.59437
13,17.957243
15,17.278795
35,21.97227
14,21.219246
20,22.451353
15,23.153526
80,32.21605
15,15.969734
11,18.114685
12,18.664455
15,21.643446
13,19.837566
20,18.866262
11,21.339878
82,21.288853
18,20.365845
35,19.599771
12,18.26984
12,18.977236
16,21.21685
16,17.25523
16,17.698454
12,16.776018
19,21.596752
18,25.748209
14,20.184956
34,22.593853
22,17.042915
19,22.776588
12,22.071491
17,17.807775
30,25.928411
11,14.663056
11,17.446459
11,19.130688
14,17.11321
11,17.553246
20,21.643446
12,17.284271
16,18.41959
24,19.14126
36,15.238083
16,18.10192
11,16.974167
32,22.593853
13,18.23345
12,23.15337
29,19.938599
17,17.57787
12,16.524067
21,19.625372
13,17.776207
16,21.061651
12,16.864775
15,18.879824
17,17.85928
100,48.113377
12,16.023146
11,22.937391
40,22.92999
11,17.751413
20,18.980122
44,21.030859
26,20.302938
21,19.5938
34,17.546505
23,21.069836
25,21.150003
20,22.124348
13,17.028097
16,16.116306
11,17.145372
37,24.737759
13,18.247263
20,22.474989
72,29.734783
15,22.601976
31,22.601976
41,31.44397
40,31.44397
60,22.399609
20,21.80071
41,28.396093
41,28.396093
11,22.41468
38,31.58237
40,31.58237
16,23.481441
27,24.783522
16,19.707119
46,19.707119
12,24.175669
31,18.909018
80,25.016281
12,17.912533
11,16.853823
18,23.122787
11,21.20663
12,24.637772
11,22.601976
50,22.829992
33,22.941929
15,15.423185
30,21.549606
13,17.482738
29,21.549606
34,22.707134
15,18.765905
20,17.59952
34,22.41468
17,18.69508
33,18.235102
13,25.00799
14,17.001387
16,22.92404
50,18.81441
30,24.380451
23,19.25764
23,19.25764
16,18.350689
21,17.877747
22,19.74873
15,18.789467
14,16.354624
73,20.927162
32,20.927162
28,19.055859
18,21.7024
24,17.543932
14,17.360586
11,19.195904
39,26.114416
13,15.260424
14,22.238062
19,20.764793
42,21.7024
17,24.068132
21,24.068132
18,22.42577
16,18.784122
15,18.050312
22,18.804827
15,18.770878
12,15.473402
30,19.574215
23,26.425503
28,20.205868
25,20.205118
20,20.839806
17,18.784122
20,17.303753
34,21.259956
12,15.281954
12,17.699114
15,18.108168
16,17.428066
11,18.784122
20,24.876802
14,24.127132
20,17.719734
20,28.764204
81,38.269497
82,33.677692
39,23.120787
17,18.1982
83,34.695038
18,19.097393
25,20.888744
20,17.921364
27,25.861115
100,28.912424
11,19.845194
76,18.088484
100,31.518475
67,23.09649
15,23.09649
15,19.633245
37,22.73363
12,16.921598
12,28.912424
12,30.461365
30,18.279121
30,25.800255
29,23.675863
17,22.653526
23,22.152134
12,20.323376
23,23.796722
30,35.02814
11,15.580452
20,24.184368
29,16.74809
12,13.296873
18,23.978262
11,23.978262
22,19.726046
22,19.726046
22,19.726046
34,23.18315
14,21.887833
60,31.518475
12,15.423389
30,17.582066
30,24.535955
14,23.271774
60,21.118805
31,24.520082
14,24.520082
16,24.184368
31,24.184368
16,16.932758
17,17.407587
24,24.002958
27,19.442791
11,15.879629
17,16.345015
12,18.369087
66,22.98069
33,20.258469
66,22.629745
11,18.156544
17,18.622679
20,18.40882
32,21.863667
50,20.115782
17,16.765284
50,19.239094
19,18.779024
16,16.769278
100,16.835855
27,22.469488
44,22.497942
19,16.768158
12,19.749897
33,21.83499
20,16.751196
25,16.830795
19,17.553131
16,18.97253
19,22.014893
16,17.512405
15,17.090479
24,17.914314
11,19.283522
19,18.312489
29,15.664597
30,21.821732
15,21.726173
20,18.61453
11,18.114803
18,18.114803
11,17.269115
16,17.547598
13,16.80243
14,18.8128
30,18.201754
11,15.736954
22,19.093943
16,17.246923
18,19.14232
12,16.208893
11,17.778822
12,19.282999
12,17.055786
14,16.526457
11,17.779955
14,16.996113
20,20.969025
13,16.768158
14,17.162409
12,15.732313
15,15.150307
17,18.324036
11,17.991226
19,15.588728
16,18.704933
11,21.596796
20,23.001894
15,16.296726
20,20.93738
24,16.919577
16,15.35253
17,19.111471
20,18.114803
12,18.114803
15,16.051353
20,18.76572
40,18.565111
15,18.229502
22,16.549025
17,15.980095
14,17.298326
17,20.530518
11,18.261402
16,17.160992
15,18.332344
15,22.308748
29,22.51287
11,20.009842
12,14.653131
14,15.2049885
17,18.74492
34,15.56712
18,16.770235
20,22.700375
17,16.740322
35,19.338648
12,17.996683
11,15.278671
17,16.234495
11,19.252918
21,16.518148
15,16.99193
20,20.083094
17,16.518148
12,17.00458
26,18.227146
17,16.899803
40,18.588118
14,19.69072
12,19.304598
26,21.351917
55,19.188326
13,17.580523
19,17.00458
20,19.54785
19,16.520834
74,23.419613
74,22.26541
11,16.230682
12,15.129601
18,17.290287
21,17.647203
12,21.218975
13,23.952316
24,19.70357
15,17.23086
19,17.49737
11,16.51464
20,17.425264
20,17.132467
20,16.540228
20,18.801617
14,15.916931
12,17.238607
14,19.037354
14,20.086884
28,19.004717
24,20.994358
24,17.565954
77,29.093868
12,16.241293
15,15.273308
11,19.99533
19,16.744312
20,17.741537
20,17.741537
12,19.48373
20,16.36466
23,17.165665
24,17.165665
12,17.237667
18,16.200764
11,16.70832
12,21.335861
18,17.939548
16,16.630869
20,17.516863
11,14.153452
15,18.466127
20,16.530642
17,17.208529
30,22.459305
20,20.994751
17,18.746895
12,17.165665
12,16.70832
15,16.241293
11,19.16412
20,18.272036
15,18.272036
12,18.168839
20,19.528381
13,16.530642
25,17.185928
19,18.746895
61,17.266872
16,16.401566
13,14.933169
11,16.820507
39,21.241655
12,14.459088
29,16.44293
89,21.039423
12,18.168839
15,22.180983
15,17.304504
