Predicted_Battles,Predicted_Explosions/Remote violence,Predicted_Protests,Predicted_Riots,Predicted_Strategic developments,Predicted_Violence against civilians
0.6943947677686373,0.011905370190588115,0.0,0.0034745286393132696,0.007153441316233202,0.28307189208522815
0.5654261704681873,0.10118333047504716,0.0,0.0005144915108900703,0.0030869490653404217,0.3297890584805351
0.0053275901156200406,0.0,0.9867377012015416,0.0006234413965087282,0.0,0.007311267286329631
0.011229022704837117,0.0,0.0,0.9776653504442251,0.0,0.011105626850937808
0.3515010201107549,0.00816088603905567,0.003643252696006995,0.002768872048965316,0.12255902069367532,0.5113669484115418
0.23135734668604965,0.003392020675173639,5.384159801862919e-05,0.002476713508856943,0.015560221827383838,0.7471598557045173
